,Daily Time Spent on Site,Ad Category,Time Category,Age,Area Income(in Rupees),Daily Internet Usage,Gender,Clicked on Ad,Country,Continent
5148,43.49,1,3,37,58235.21,181.02,1,1,Moldova,Europe
5149,80.51,8,3,48,65956.71,225.02,1,1,Turkey,Asia
5150,54.88,8,3,44,64267.88,229.12,1,0,Greece,Europe
5151,66.08,8,3,33,44174.25,123.13,0,1,Iceland,Europe
5152,59.59,8,3,34,59785.94,203.44,0,1,Brunei Darussalam,Asia
5153,53.68,5,3,27,39193.45,168.92,1,0,Netherlands Antilles,North America
5154,73.49,8,1,26,51317.33,190.17,0,1,Tonga,Oceania
5155,89.71,3,2,36,76003.47,140.46,0,1,Uganda,Africa
5156,85.86,5,1,26,35521.88,131.68,1,0,Zimbabwe,Africa
5157,56.39,5,1,40,40468.53,167.22,0,0,Kazakhstan,Asia
5158,53.68,5,3,29,69646.35,216.49,1,0,Myanmar,Asia
5159,44.15,5,0,31,61840.26,207.17,1,0,Singapore,Asia
5160,55.6,8,1,29,53431.35,140.67,0,1,Algeria,Africa
5161,70.39,8,0,27,36884.23,131.29,1,0,Dominican Republic,North America
5162,80.3,3,3,49,39031.89,195.69,1,1,Australia,Oceania
5163,59.51,1,2,30,57877.15,172.83,0,0,Qatar,Asia
5164,43.49,10,3,37,23936.86,207.96,0,0,Bahrain,Asia
5165,41.73,8,3,28,39799.73,207.17,1,0,Venezuela,South America
5166,59.22,8,1,22,75687.46,165.27,0,0,Eritrea,Africa
5167,43.49,7,3,37,23936.86,109.29,1,0,Egypt,Africa
5168,37.68,1,1,51,57877.15,188.56,1,1,Philippines,Asia
5169,43.49,8,0,37,23936.86,109.29,1,1,Moldova,Europe
5170,41.73,8,1,28,61840.26,217.37,1,0,Luxembourg,Europe
5171,41.73,1,1,28,56180.93,217.37,0,0,Gabon,Africa
5172,82.07,1,0,49,64564.07,227.63,0,1,El Salvador,North America
5173,83.71,6,1,38,71455.62,206.98,0,1,Western Sahara,Africa
5174,43.49,3,3,39,74623.27,111.59,1,1,Liechtenstein,Europe
5175,35.33,6,3,32,55424.24,178.92,1,0,Sao Tome and Principe,Africa
5176,45.08,5,3,35,65953.76,190.75,1,0,Niger,Africa
5177,74.71,8,3,41,50628.31,187.76,1,0,Turkey,Asia
5178,36.56,8,0,27,36884.23,131.29,1,0,Estonia,Europe
5179,76.64,1,3,31,55368.67,183.85,1,0,Gabon,Africa
5180,55.6,7,0,24,55041.6,172.83,1,0,Algeria,Africa
5181,46.61,5,3,55,60575.99,136.4,1,1,Northern Mariana Islands,Oceania
5182,53.92,8,3,49,39031.89,195.69,1,1,Australia,Oceania
5183,55.6,1,1,36,50628.31,128.62,1,0,Somalia,Africa
5184,82.07,1,2,51,74535.94,130.41,0,1,San Marino,Europe
5185,37.45,1,3,39,48335.2,258.62,0,1,Micronesia,Oceania
5186,51.24,3,3,36,39840.55,140.46,0,1,Fiji,Oceania
5187,43.49,1,0,37,23936.86,181.02,1,1,Libyan Arab Jamahiriya,Africa
5188,42.39,1,3,31,59677.64,207.17,0,0,Saint Pierre and Miquelon,North America
5189,80.3,8,3,49,54251.78,195.69,0,1,Netherlands,Europe
5190,47.64,1,3,29,69718.19,200.71,0,0,Burundi,Africa
5191,89,10,0,36,50628.31,126.39,1,1,Turkey,Asia
5192,82.07,1,3,22,63363.04,180.47,0,0,Bolivia,South America
5193,41.73,1,3,28,71222.4,139.01,0,0,Gabon,Africa
5194,80.3,8,1,49,45632.51,113.8,0,1,Netherlands,Europe
5195,42.04,5,3,37,53058.91,217.37,0,0,Croatia,Europe
5196,46.61,4,3,43,56770.79,176.98,0,1,Bulgaria,Europe
5197,67.56,4,1,24,59144.02,230.18,1,1,Guyana,South America
5198,59.22,8,3,40,73882.91,122.59,1,0,United States of America,North America
5199,82.79,5,3,35,25603.93,236.87,0,0,Thailand,Asia
5200,61.22,0,2,25,50506.44,176.28,0,0,Gibraltar,Europe
5201,42.6,1,0,31,56180.93,207.17,0,0,Turks and Caicos Islands,North America
5202,59.05,8,3,48,52736.33,212.38,1,1,Turkey,Asia
5203,62.26,5,3,32,70505.06,182.2,0,0,Venezuela,South America
5204,56.3,1,2,30,61389.5,202.61,1,0,Guernsey,Europe
5205,43.49,1,2,37,23936.86,109.29,1,1,Moldova,Europe
5206,44.72,5,3,41,50628.31,137.24,1,1,Turkey,Asia
5207,54.43,1,2,39,38067.08,124.44,0,0,Croatia,Europe
5208,80.31,4,2,42,44078.24,143.13,1,1,Czech Republic,Europe
5209,65.59,8,3,49,39031.89,195.69,1,1,Australia,Oceania
5210,54.88,8,2,51,60953.93,118.27,0,0,Cameroon,Africa
5211,47.74,6,3,32,55424.24,178.92,1,0,Latvia,Europe
5212,42.04,3,3,37,23936.86,214.42,0,0,United Arab Emirates,Asia
5213,69.15,10,3,27,55901.12,193.29,0,0,Austria,Europe
5214,79.54,4,1,41,57846.68,126.39,0,1,El Salvador,North America
5215,63.45,5,3,31,61840.26,207.17,1,0,Hong Kong,Asia
5216,56.3,3,0,37,39031.89,181.02,0,0,Lao People's Democratic Republic,Asia
5217,45.48,4,0,29,53431.35,217.1,1,1,Congo,Africa
5218,42.04,3,3,49,39031.89,195.69,0,1,Netherlands,Europe
5219,46.61,1,2,43,33601.84,157.04,0,1,Bangladesh,Asia
5220,44.4,1,2,30,57877.15,201.58,0,0,Qatar,Asia
5221,66.08,8,2,46,58966.22,230.95,1,0,Vanuatu,Oceania
5222,60.23,1,3,43,60575.99,198.45,1,1,Eritrea,Africa
5223,46.61,1,3,50,73538.09,163.48,0,1,Northern Mariana Islands,Oceania
5224,79.52,8,3,51,74535.94,130.41,0,1,Malta,Europe
5225,76.81,8,1,28,67669.06,217.37,1,0,Luxembourg,Europe
5226,52.68,5,3,39,65953.76,165.52,1,0,French Polynesia,Oceania
5227,49.21,2,1,29,69718.19,153.76,0,1,Uganda,Africa
5228,67.56,1,3,28,67301.39,161.16,1,1,Luxembourg,Europe
5229,66.08,8,3,55,57014.84,187.76,0,1,Tonga,Oceania
5230,42.04,6,3,28,53058.91,258.62,0,1,Poland,Europe
5231,71.84,3,3,39,23936.86,258.62,0,1,Micronesia,Oceania
5232,76.58,4,3,46,54286.1,191.82,0,0,Cameroon,Africa
5233,59.51,1,3,40,27086.4,117.3,1,1,Gambia,Africa
5234,40.47,1,2,35,39840.55,223.03,0,1,Saint Vincent and the Grenadines,North America
5235,39.36,4,2,42,60514.05,120.75,0,0,Croatia,Europe
5236,55.6,4,2,35,73889.99,182.2,0,0,Niger,Africa
5237,59.22,1,3,41,39799.73,116.53,0,0,Lao People's Democratic Republic,Asia
5238,75.42,5,2,26,35521.88,131.68,1,0,Andorra,Europe
5239,71.33,1,3,39,23936.86,138.87,0,1,Bahrain,Asia
5240,84.76,8,1,40,40468.53,167.22,0,0,Cameroon,Africa
5241,59.05,8,3,48,52736.33,148.61,1,1,Turkey,Asia
5242,45.01,7,2,26,56683.32,207.17,1,0,Puerto Rico,North America
5243,74.15,4,2,28,71222.4,204.79,0,0,Venezuela,South America
5244,37,5,3,32,70492.6,229.99,1,1,Saudi Arabia,Asia
5245,80.47,1,2,43,59886.58,110.66,1,0,Luxembourg,Europe
5246,55.6,6,3,35,49995.63,236.87,0,0,Cameroon,Africa
5247,75.15,1,3,33,51772.58,204.02,1,0,Vanuatu,Oceania
5248,55.6,1,1,35,73889.99,143.79,1,0,Hong Kong,Asia
5249,37.87,1,1,38,57868.44,130.83,1,1,Western Sahara,Africa
5250,78.84,3,3,35,60223.52,219.94,0,0,Montenegro,Europe
5251,80.46,4,3,24,64698.58,167.22,0,0,Qatar,Asia
5252,82.07,1,2,41,57846.68,236.87,0,1,Cuba,North America
5253,49.21,4,2,25,49850.52,241.03,0,0,Bulgaria,Europe
5254,41.73,1,2,28,55121.65,217.37,1,0,Luxembourg,Europe
5255,80.3,8,3,49,45632.51,113.8,0,1,Netherlands,Europe
5256,39.85,8,3,24,47258.59,182.2,0,1,Peru,South America
5257,39.96,1,0,45,59886.58,174.88,0,1,Nicaragua,North America
5258,74.54,4,2,42,58953.01,236.87,0,1,Czech Republic,Europe
5259,79.52,4,2,50,43974.49,123.13,1,1,Malawi,Africa
5260,55.92,6,3,22,14775.5,230.95,0,0,United States of America,North America
5261,47.48,1,3,29,69646.35,216.49,0,0,Burundi,Africa
5262,80.3,1,0,60,59448.44,209.93,0,1,Antigua and Barbuda,North America
5263,68.01,8,3,40,66504.16,167.22,0,0,Malaysia,Asia
5264,66.79,6,3,40,27086.4,111.94,1,1,Portugal,Europe
5265,50.33,5,2,28,53058.91,124.44,0,0,Venezuela,South America
5266,60.83,8,3,29,53431.35,158.56,1,1,Micronesia,Oceania
5267,78.7,10,2,33,56782.18,221.98,1,0,Vanuatu,Oceania
5268,35.49,3,3,37,53058.91,110.84,0,1,Uruguay,South America
5269,82.07,8,3,38,62657.53,212.38,0,1,Russian Federation,Europe
5270,56.16,8,3,40,41232.89,117.3,1,1,Denmark,Europe
5271,72.88,8,0,45,67575.12,174.88,0,1,Tajikistan,Asia
5272,52.84,4,0,42,43241.19,199.43,1,1,Czech Republic,Europe
5273,38.37,8,2,36,32549.95,141.52,0,1,El Salvador,North America
5274,86.06,8,3,35,51119.93,226.54,1,1,Moldova,Europe
5275,79.81,4,2,42,60514.05,178.75,0,1,Czech Republic,Europe
5276,51.56,1,2,36,29398.61,140.46,0,0,Bulgaria,Europe
5277,81.75,10,2,52,33951.63,195.69,1,1,Portugal,Europe
5278,60.83,8,2,32,69481.85,118.27,1,1,Saudi Arabia,Asia
5279,69.62,7,2,34,59785.94,160.03,0,0,Brunei Darussalam,Asia
5280,81.75,7,3,33,19345.36,215.18,0,0,Indonesia,Asia
5281,50.19,1,3,32,38609.2,172.83,1,0,Latvia,Europe
5282,46.61,5,2,44,64011.26,163.48,0,1,Bangladesh,Asia
5283,70.29,5,3,24,52252.91,182.2,0,1,Poland,Europe
5284,57.24,1,2,19,55015.08,204.02,1,0,Vanuatu,Oceania
5285,51.24,5,3,36,70592.81,140.46,0,0,Montenegro,Europe
5286,56.39,8,2,46,58966.22,231.95,1,1,Switzerland,Europe
5287,68.01,5,3,33,58966.22,133.2,1,0,Sri Lanka,Asia
5288,51.87,8,1,19,58966.22,195.69,1,0,Portugal,Europe
5289,55.6,8,3,54,53188.69,182.2,0,1,Lebanon,Asia
5290,82.07,1,3,43,73538.09,157.04,1,1,Northern Mariana Islands,Oceania
5291,60.23,1,2,43,73538.09,163.48,0,1,Bangladesh,Asia
5292,52.67,5,3,31,61840.26,207.17,1,0,Singapore,Asia
5293,55.6,1,3,54,61228.96,161.16,0,1,Czech Republic,Europe
5294,41.73,8,2,42,47258.59,199.43,0,1,Czech Republic,Europe
5295,55.6,5,3,24,52252.91,182.2,0,1,Lebanon,Asia
5296,68.18,1,3,28,71222.4,217.37,0,1,American Samoa,Oceania
5297,79.52,1,3,44,50723.67,226.69,0,0,Montenegro,Europe
5298,62.26,6,3,32,55424.24,178.92,1,0,Ghana,Africa
5299,48.03,8,3,40,44248.52,221.98,1,1,Belize,North America
5300,86.06,5,1,35,73889.99,226.54,1,0,Bolivia,South America
5301,70.03,7,3,26,63430.33,203.84,1,0,Puerto Rico,North America
5302,55.6,8,2,36,59240.24,140.46,0,0,Senegal,Africa
5303,40.42,8,0,45,59610.81,137.24,1,1,Bosnia and Herzegovina,Europe
5304,54.39,8,3,34,34191.23,160.03,1,1,Hungary,Europe
5305,85.26,1,3,32,55424.24,172.83,0,0,Chile,South America
5306,55.6,10,1,39,38067.08,124.44,0,0,Peru,South America
5307,59.22,1,0,28,53058.91,161.58,0,1,Liberia,Africa
5308,89.34,5,3,32,70505.06,172.83,0,1,Serbia,Europe
5309,53.92,1,2,28,49282.87,120.49,1,0,Luxembourg,Europe
5310,81.75,8,2,35,25603.93,236.87,0,1,Austria,Europe
5311,71.84,0,2,42,60514.05,120.75,0,0,French Guiana,South America
5312,88.04,1,3,41,57846.68,231.91,0,1,Bulgaria,Europe
5313,41.89,3,2,31,55121.65,250.2,0,0,Timor-Leste,Asia
5314,80.31,0,0,28,47258.59,217.37,0,1,Czech Republic,Europe
5315,40.47,6,0,39,42993.48,236.87,1,0,Myanmar,Asia
5316,55.6,1,3,39,38067.08,138.87,0,0,Liberia,Africa
5317,54.88,8,3,40,41232.89,120.06,0,1,Greece,Europe
5318,36.56,5,2,52,33951.63,186.37,0,1,Belgium,Europe
5319,79.81,8,2,42,62161.26,120.75,0,0,Venezuela,South America
5320,59.88,5,3,41,55121.65,150.83,1,0,Singapore,Asia
5321,47.48,1,1,29,56113.37,208.05,0,0,Georgia,Asia
5322,47.64,4,3,29,69646.35,198.5,1,0,Australia,Oceania
5323,57.99,8,2,49,45632.51,168.34,0,1,Netherlands,Europe
5324,89.05,8,3,48,70053.27,187.76,1,1,Turkey,Asia
5325,78.79,1,3,35,73889.99,226.54,1,0,Hong Kong,Asia
5326,81.98,7,1,34,43974.49,140.67,1,1,Equatorial Guinea,Africa
5327,55.6,5,3,29,72203.96,230.18,1,0,Gibraltar,Europe
5328,55.6,4,3,54,38609.2,177.55,0,1,Saint Pierre and Miquelon,North America
5329,40.42,6,3,32,69481.85,178.92,1,1,Lebanon,Asia
5330,83.71,5,0,38,57868.44,131.55,1,1,Western Sahara,Africa
5331,75.55,8,1,24,52252.91,182.2,0,1,Algeria,Africa
5332,60.23,5,3,50,39616,122.31,0,1,Cambodia,Asia
5333,54.97,8,2,46,33951.63,231.95,1,1,Switzerland,Europe
5334,57.99,1,3,39,42993.48,187.64,1,0,Guinea,Africa
5335,51.24,8,2,54,53188.69,269.96,1,1,Liechtenstein,Europe
5336,55.6,8,0,24,52252.91,182.2,0,0,Algeria,Africa
5337,35.61,5,1,29,69718.19,167.22,0,0,Cameroon,Africa
5338,80.3,5,3,60,59448.44,198.5,0,1,Belgium,Europe
5339,54.08,1,2,39,38067.08,124.44,0,0,Bahrain,Asia
5340,55.6,6,3,32,55424.24,178.92,1,0,Chile,South America
5341,51.24,8,1,36,29398.61,140.46,0,1,Mexico,North America
5342,78.79,8,0,36,59240.24,238.06,1,0,Qatar,Asia
5343,74.07,4,2,39,66412.04,194.37,1,1,Belize,North America
5344,55.55,8,1,36,76003.47,141.52,1,1,Belize,North America
5345,66.12,4,3,28,23936.86,217.37,0,0,Gabon,Africa
5346,71.33,1,1,39,38067.08,128.62,0,0,Senegal,Africa
5347,80.51,8,3,50,43974.49,123.13,0,1,Heard Island and McDonald Islands,Antarctica
5348,66.08,4,2,33,39616,162.03,0,0,Indonesia,Asia
5349,56.16,7,1,45,69428.73,174.88,0,1,Taiwan,Asia
5350,78.7,8,3,46,40468.53,146.19,0,1,Greece,Europe
5351,81.22,4,0,41,57846.68,126.39,0,1,El Salvador,North America
5352,59.05,5,2,43,73538.09,198.45,1,1,Northern Mariana Islands,Oceania
5353,65.77,8,0,23,42162.9,211.38,1,1,Czech Republic,Europe
5354,85.26,1,3,36,61004.51,178.92,1,0,Senegal,Africa
5355,49.21,4,3,27,58966.22,193.29,0,0,Spain,Europe
5356,55.6,7,1,39,48335.2,255.61,0,1,French Guiana,South America
5357,79.54,5,3,41,50628.31,126.39,1,1,Turkey,Asia
5358,56.39,1,0,46,54286.1,200.71,0,0,Brazil,South America
5359,46.61,0,2,42,60514.05,236.87,0,1,Rwanda,Africa
5360,53.92,8,2,39,32549.95,165.62,1,1,Ethiopia,Africa
5361,65.59,5,3,31,51739.63,212.87,1,0,Bosnia and Herzegovina,Europe
5362,69.62,8,2,34,59785.94,160.03,1,0,Namibia,Africa
5363,44.4,1,0,30,58677.69,176.98,0,1,Bolivia,South America
5364,59.05,1,3,34,51171.23,187.09,1,0,Hungary,Europe
5365,55.6,8,1,24,52252.91,167.22,0,0,Algeria,Africa
5366,74.54,1,3,41,57846.68,137.24,0,1,Bulgaria,Europe
5367,50.43,4,3,33,56782.18,122.31,0,1,Greece,Europe
5368,70.09,8,3,38,57868.44,122.04,1,1,Western Sahara,Africa
5369,74.54,3,2,24,59144.02,182.2,0,1,Madagascar,Africa
5370,80.72,1,1,31,63296.87,187.76,1,0,Reunion,Africa
5371,44.78,1,3,38,57868.44,130.83,1,1,Western Sahara,Africa
5372,65.65,1,3,30,74535.94,140.46,0,0,Qatar,Asia
5373,42.04,5,3,29,69718.19,200.71,0,0,Burundi,Africa
5374,52.68,8,3,35,67307.43,114.69,1,0,Hong Kong,Asia
5375,90.97,5,2,24,52252.91,182.2,0,0,Bahrain,Asia
5376,75.55,5,3,36,59240.24,204.56,1,0,Senegal,Africa
5377,80.3,1,2,37,39031.89,205.84,1,1,Netherlands,Europe
5378,51.24,7,3,36,61610.05,140.46,0,1,Australia,Oceania
5379,73.72,7,3,36,76003.47,140.46,0,1,Uganda,Africa
5380,55.6,1,3,35,42993.48,161.16,1,1,Albania,Europe
5381,71.84,4,1,31,56180.93,131.29,0,0,Mexico,North America
5382,79.44,8,3,52,73049.3,178.92,1,0,Cuba,North America
5383,67.69,8,3,40,53898.89,130.86,1,1,Ethiopia,Africa
5384,82.07,4,0,50,72325.91,123.13,1,1,Heard Island and McDonald Islands,Antarctica
5385,68.88,7,1,23,60514.05,222.87,0,1,Serbia,Europe
5386,80.3,8,3,52,45632.51,113.8,0,1,Netherlands,Europe
5387,54.88,6,3,22,31215.88,121.07,0,0,United States of America,North America
5388,42.04,8,1,29,68448.94,195.69,1,0,Australia,Oceania
5389,40.04,8,3,34,34191.23,160.03,1,0,Equatorial Guinea,Africa
5390,78.84,4,2,35,25603.93,236.87,0,0,Ukraine,Europe
5391,65.07,8,3,34,59785.94,160.03,0,0,Turkmenistan,Asia
5392,80.31,7,2,23,55121.65,172.81,0,0,Singapore,Asia
5393,59.22,4,3,37,39031.89,109.29,1,1,Australia,Oceania
5394,82.07,1,3,50,43974.49,123.13,0,1,Tonga,Oceania
5395,66.08,7,3,34,59785.94,160.03,0,0,Turkmenistan,Asia
5396,86.06,8,2,35,42696.67,140.15,1,1,Moldova,Europe
5397,55.6,8,3,54,48867.36,182.2,0,1,Guatemala,North America
5398,75.55,1,3,36,70592.81,140.46,1,0,Hong Kong,Asia
5399,44.78,4,3,43,73538.09,121.28,0,1,Bangladesh,Asia
5400,39.96,6,0,25,50671.6,241.03,1,0,Hong Kong,Asia
5401,81.98,8,3,34,59785.94,160.03,1,0,Namibia,Africa
5402,78.6,8,2,34,59785.94,203.44,0,0,Turkmenistan,Asia
5403,46.61,5,3,50,57868.44,122.31,0,1,Bangladesh,Asia
5404,89.05,4,0,42,57868.44,146.8,0,1,Czech Republic,Europe
5405,90.75,1,1,23,52182.23,172.81,0,0,Czech Republic,Europe
5406,79.54,6,3,32,76246.96,144.77,1,0,Bolivia,South America
5407,40.47,5,3,35,69285.69,236.87,0,0,Ukraine,Europe
5408,80.51,8,0,28,57739.03,200.28,1,0,Luxembourg,Europe
5409,80.46,4,0,25,50506.44,202.18,0,0,United States Virgin Islands,North America
5410,80.3,8,3,49,45632.51,113.8,0,1,Netherlands,Europe
5411,43.49,7,3,37,58235.21,193.29,1,0,Estonia,Europe
5412,55.6,6,2,31,55121.65,204.79,1,0,Singapore,Asia
5413,89.05,8,1,44,57846.68,187.76,0,1,Bulgaria,Europe
5414,36.08,8,0,25,50506.44,241.03,1,0,Georgia,Asia
5415,46.61,1,0,50,57868.44,123.13,1,1,Heard Island and McDonald Islands,Antarctica
5416,82.07,4,3,22,67058.72,121.07,0,0,Austria,Europe
5417,82.73,7,3,51,74535.94,130.41,0,1,United States of America,North America
5418,75.84,8,0,45,74903.41,174.88,1,1,Ukraine,Europe
5419,81.22,5,1,41,70492.6,244.91,1,0,Saint Lucia,North America
5420,66.4,3,0,23,57846.68,126.39,0,1,China,Asia
5421,76.77,1,2,39,52520.75,124.44,0,0,Madagascar,Africa
5422,43.49,8,0,37,63649.04,158.56,1,1,Australia,Oceania
5423,62.26,5,1,29,72203.96,216.49,1,0,Algeria,Africa
5424,80.51,8,3,22,63363.04,139.34,1,0,Kenya,Africa
5425,65.59,1,2,39,37334.78,109.29,1,1,Turkey,Asia
5426,78.17,8,3,25,25686.34,141.89,1,0,Ireland,Europe
5427,79.81,1,2,34,34191.23,190.12,1,1,Saint Vincent and the Grenadines,North America
5428,80.47,5,3,38,57868.44,206.98,1,1,Western Sahara,Africa
5429,46.61,4,0,42,43241.19,188.56,1,1,China,Asia
5430,51.24,7,2,36,29398.61,140.46,0,1,Guinea,Africa
5431,82.07,5,3,43,57868.44,125.22,0,1,Bangladesh,Asia
5432,65.59,7,2,31,59677.64,207.17,1,0,Singapore,Asia
5433,42.04,6,3,28,48335.2,258.62,0,1,Australia,Oceania
5434,51.24,8,1,36,59240.24,140.46,0,0,Guinea,Africa
5435,75.42,1,3,35,42696.67,140.15,1,1,Moldova,Europe
5436,78.64,0,2,31,56180.93,248.23,0,0,Croatia,Europe
5437,41.73,1,0,31,56180.93,207.17,1,0,Singapore,Asia
5438,59.59,4,2,50,43974.49,123.13,0,1,Heard Island and McDonald Islands,Antarctica
5439,69.17,8,0,45,31092.93,137.24,1,1,Taiwan,Asia
5440,56.57,8,1,26,35521.88,131.68,0,0,Dominica,North America
5441,80.47,8,0,38,57868.44,122.04,1,1,Western Sahara,Africa
5442,42.04,1,3,27,69646.35,193.29,0,0,Spain,Europe
5443,81.75,4,2,33,49101.67,162.03,0,0,Indonesia,Asia
5444,47.74,8,2,40,62669.59,195.69,1,0,Portugal,Europe
5445,76.2,8,0,50,43974.49,123.13,1,1,Turkey,Asia
5446,79.52,4,3,44,75769.82,157.04,0,1,Kenya,Africa
5447,56.39,1,2,54,71157.05,184.94,1,1,Moldova,Europe
5448,44.33,3,3,37,23936.86,140.15,0,1,Micronesia,Oceania
5449,60.7,8,2,46,33951.63,229.22,1,0,Portugal,Europe
5450,39.3,5,1,29,53431.35,126.97,0,1,Uganda,Africa
5451,59.22,8,3,49,39031.89,195.69,1,1,Australia,Oceania
5452,79.52,1,1,49,64564.07,187.76,0,1,Bahamas,North America
5453,55.6,1,3,39,61601.05,124.44,0,0,Bahrain,Asia
5454,55.6,1,2,54,58677.69,161.16,0,1,Moldova,Europe
5455,73.72,8,1,36,73882.91,140.46,0,1,Liechtenstein,Europe
5456,78.84,10,3,35,73889.99,226.54,1,0,Zimbabwe,Africa
5457,86.06,6,3,32,55424.24,178.92,1,0,Ghana,Africa
5458,60.83,8,3,36,76003.47,115.26,1,1,Mayotte,Africa
5459,89.05,7,3,34,34191.23,191.14,1,0,Equatorial Guinea,Africa
5460,65.77,1,2,41,64828,228.78,1,0,Chad,Africa
5461,80.31,1,2,31,27262.51,207.17,0,0,Saudi Arabia,Asia
5462,44.78,8,2,48,53922.43,123.13,0,1,Tonga,Oceania
5463,82.07,8,2,55,57868.44,187.76,0,1,Tonga,Oceania
5464,78.51,5,1,36,76003.47,115.26,1,1,Liechtenstein,Europe
5465,81.58,1,3,41,63363.04,109.07,1,1,Turkey,Asia
5466,67.56,1,2,28,53058.91,180.88,0,0,Egypt,Africa
5467,59.22,6,3,32,55424.24,178.92,1,0,Latvia,Europe
5468,39.36,8,2,42,66025.11,243.61,1,1,Czech Republic,Europe
5469,54.88,5,3,50,74543.81,122.31,0,1,Bangladesh,Asia
5470,51.24,8,3,54,38609.2,192.85,0,1,Cambodia,Asia
5471,38.35,8,3,32,52736.33,230.18,1,0,Austria,Europe
5472,80.31,8,0,42,60514.05,238.58,0,1,Czech Republic,Europe
5473,41.73,1,2,28,71222.4,139.01,0,0,Gabon,Africa
5474,55.6,8,3,32,55424.24,178.92,1,1,Saudi Arabia,Asia
5475,37.45,5,3,31,56180.93,207.17,0,0,Guam,Oceania
5476,84.73,4,0,26,52968.22,129.88,1,1,Turkey,Asia
5477,40.04,8,0,42,58151.87,199.43,1,1,Czech Republic,Europe
5478,80.3,1,2,37,68448.94,158.56,0,1,Australia,Oceania
5479,81.59,1,3,44,61039.13,190.17,0,0,Brazil,South America
5480,86.06,6,2,32,55424.24,178.92,1,0,Bolivia,South America
5481,80.3,1,3,19,63430.33,113.53,1,0,Vanuatu,Oceania
5482,36.56,5,1,40,27086.4,221.98,1,1,Fiji,Oceania
5483,67.69,4,3,40,41232.89,120.06,0,1,Saint Vincent and the Grenadines,North America
5484,82.07,4,2,50,52736.33,123.13,1,1,Heard Island and McDonald Islands,Antarctica
5485,80.31,1,3,42,60514.05,207.17,0,0,Zambia,Africa
5486,61.22,7,3,45,46197.59,124.67,0,1,Taiwan,Asia
5487,74.65,5,3,31,31947.65,204.79,0,0,Cameroon,Africa
5488,55.6,1,2,24,52252.91,219.94,0,0,Guinea,Africa
5489,35.61,8,1,39,71455.62,258.62,0,1,Uganda,Africa
5490,89.05,4,2,50,57868.44,123.13,0,1,Malawi,Africa
5491,44.46,8,2,33,43974.49,159.77,0,1,Palau,Oceania
5492,42.39,5,3,27,63879.72,248.12,0,0,Fiji,Oceania
5493,71.9,5,1,29,72203.96,216.49,1,0,Burundi,Africa
5494,44.11,6,2,30,70492.6,244.91,1,0,Bolivia,South America
5495,55.6,1,3,54,54286.1,230.18,0,1,Senegal,Africa
5496,56.39,1,0,46,54286.1,253.48,0,1,Belgium,Europe
5497,81.58,5,2,41,50628.31,126.39,1,1,Turkey,Asia
5498,73.72,5,0,35,66541.05,203.9,1,1,Kazakhstan,Asia
5499,41.73,8,0,28,61840.26,217.37,1,0,Albania,Europe
5500,70.39,1,1,27,68357.96,185.46,0,1,Senegal,Africa
5501,81.75,7,2,33,73941.91,215.18,0,0,Indonesia,Asia
5502,71.14,6,3,39,61601.05,128.62,1,0,Korea,Asia
5503,67.76,8,3,26,53647.81,122.31,0,0,Albania,Europe
5504,55.77,8,3,27,39193.45,131.29,1,0,Dominican Republic,North America
5505,68.37,7,3,45,50723.67,174.88,0,1,Taiwan,Asia
5506,45.99,7,3,51,74535.94,188.56,1,0,French Guiana,South America
5507,41.73,5,3,31,59886.58,240.64,1,0,Hong Kong,Asia
5508,56.16,8,1,30,33293.78,174.88,0,1,Guinea,Africa
5509,54.88,6,3,22,31215.88,121.07,0,0,El Salvador,North America
5510,41.73,1,0,28,71222.4,217.37,0,1,Zambia,Africa
5511,40.04,8,3,34,40183.75,168.34,1,0,Equatorial Guinea,Africa
5512,75.71,1,0,40,63430.33,158.42,1,0,Turkey,Asia
5513,80.51,7,0,45,59610.81,236.19,0,1,Lebanon,Asia
5514,56.34,4,2,30,57877.15,244.91,1,0,Bolivia,South America
5515,54.88,8,3,22,67058.72,136.21,0,0,Croatia,Europe
5516,46.61,8,2,21,61009.1,157.04,1,1,Turkey,Asia
5517,46.61,5,3,41,50671.6,234.26,1,1,Kyrgyz Republic,Asia
5518,59.05,8,3,43,53922.43,157.04,0,1,Tonga,Oceania
5519,67.56,1,0,36,32549.95,115.26,1,1,Mayotte,Africa
5520,67.56,1,3,28,71222.4,139.01,0,0,Ghana,Africa
5521,83.4,8,3,34,59785.94,160.03,0,0,Turkmenistan,Asia
5522,84.98,5,1,29,72203.96,216.49,1,0,Israel,Asia
5523,82.73,7,2,51,74535.94,111.94,1,0,Greece,Europe
5524,39.36,8,2,42,59243.46,243.61,1,1,Netherlands Antilles,North America
5525,89.05,8,1,38,57868.44,131.55,1,1,Western Sahara,Africa
5526,65.65,8,2,36,59240.24,140.46,0,0,Cameroon,Africa
5527,45.48,6,3,32,55424.24,178.92,1,0,Latvia,Europe
5528,49.21,1,1,29,53431.35,233.04,0,0,Burundi,Africa
5529,50.08,10,3,52,33951.63,186.37,1,1,Australia,Oceania
5530,71.84,1,0,39,56729.78,141.96,1,1,Luxembourg,Europe
5531,56.16,1,1,33,51510.18,120.06,0,1,El Salvador,North America
5532,55.6,1,3,54,58966.22,136.64,0,1,Christmas Island,Oceania
